Kind,Name,CountLineCode,CountDeclClass,CountDeclFunction,CountLineCodeDecl,SumEssential,SumCyclomaticStrict,MaxEssential,MaxCyclomaticStrict,MaxNesting
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestClassLoaderLogManager.java",33,1,1,5,1,1,1,1,0
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestCookies.java",192,1,8,57,8,36,1,10,1
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestDirContextURLStreamHandlerFactory.java",41,2,2,13,2,6,1,4,1
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestGzipOutputFilter.java",31,1,1,19,1,1,1,1,0
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestLimitLatch.java",93,2,8,24,8,10,1,2,1
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestMapper.java",111,1,4,21,4,6,1,2,1
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestRemoteIpValve.java",444,3,24,179,24,26,1,3,1
File,"3716f923f826ca10385b4d56851f50e4086a358c\TestStringManager.java",20,1,2,8,2,3,1,2,1
File,"77dc111291d7edc81c21e2710027170a3e8397f2\PojoMethodMapping.java",150,1,10,46,25,48,10,19,4
File,"e67a33f15d980cba3efbb272985b610a7609e686\AprEndpoint.java",1087,11,88,277,118,309,11,40,7
