Name, java:S2039, java:S2384, java:S2658, java:S2755, java:S1148, java:S1444, java:S899, java:S5542, java:S2386, java:S2976, java:S2612, java:S5527, java:S4830, java:S3329, java:S4423, java:S4433, java:S4426, java:S2115, java:S2647, class
a707e35540bacabd943548469d88148d26c8d521/SimpleInstanceManager.java, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/StoreConfigLifecycleListener.java, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/StoreFactoryRule.java, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/TagHandlerPool.java, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/TestWebappClassLoaderWeaving.java, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/Tomcat.java, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/UserConfig.java, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/Util.java, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/WebappClassLoaderBase.java, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/WebappServiceLoader.java, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/WsRemoteEndpointImplBase.java, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, neg
a707e35540bacabd943548469d88148d26c8d521/WsWebSocketContainer.java, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, neg
b0d1f4bc444485ed4bc9a0d9ff7a108f757aa2a0/TestTomcatSSL.java, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, neg
